# mat  ax ay az  bx by bz  cx cy cz
rooms::mirUV  28.47202 10.81262 -49.33339  28.94846 10.74933 -49.24280  29.00994 10.74933 -49.24280
rooms::mirUV  28.47202 10.81262 -49.33339  29.82450 10.74932 -49.24280  29.82450 10.81262 -49.33339
rooms::mirUV  28.47202 10.81262 -49.33339  29.00994 10.74933 -49.24280  29.82450 10.74932 -49.24280
rooms::mirUV  29.82450 10.81262 -49.33339  29.88598 10.74934 -49.24280  29.88597 10.81262 -49.30074
rooms::mirUV  29.82450 10.81262 -49.33339  29.82450 10.74932 -49.24280  29.88598 10.74934 -49.24280
rooms::mirUV  29.88597 10.81262 -49.30074  29.91672 10.74933 -49.24280  29.91672 10.81262 -49.31192
rooms::mirUV  29.88597 10.81262 -49.30074  29.88598 10.74934 -49.24280  29.91672 10.74933 -49.24280
rooms::mirUV  29.91672 10.81262 -49.31192  29.91672 10.74933 -49.24280  29.97819 10.81262 -49.33339
rooms::mirUV  29.97819 10.81262 -49.33339  29.91672 10.74933 -49.24280  29.97819 10.74933 -49.24280
rooms::mirUV  29.97819 10.81262 -49.33339  29.97819 10.74933 -49.24280  30.33168 10.74933 -49.24280
rooms::mirUV  29.97819 10.81262 -49.33339  30.33168 10.74933 -49.24280  30.39316 10.74933 -49.24280
rooms::mirUV  29.97819 10.81262 -49.33339  30.39316 10.74933 -49.24280  30.42389 10.74933 -49.24280
rooms::mirUV  29.97819 10.81262 -49.33339  30.42389 10.74933 -49.24280  30.48537 10.74933 -49.24280
rooms::mirUV  29.97819 10.81262 -49.33339  30.48537 10.74933 -49.24280  31.31530 10.81262 -49.33339
rooms::mirUV  31.31530 10.81262 -49.33339  30.48537 10.74933 -49.24280  31.31530 10.74933 -49.24280
rooms::mirUV  31.31530 10.81262 -49.33339  31.37678 10.74934 -49.24280  31.37679 10.81262 -49.31456
rooms::mirUV  31.31530 10.81262 -49.33339  31.31530 10.74933 -49.24280  31.37678 10.74934 -49.24280
rooms::mirUV  31.37679 10.81262 -49.31456  31.42289 10.74933 -49.24280  31.42288 10.81262 -49.29221
rooms::mirUV  31.37679 10.81262 -49.31456  31.37678 10.74934 -49.24280  31.42289 10.74933 -49.24280
rooms::mirUV  31.42288 10.81262 -49.29221  31.42289 10.74933 -49.24280  31.46899 10.81262 -49.33339
rooms::mirUV  31.46899 10.81262 -49.33339  31.42289 10.74933 -49.24280  31.46899 10.74933 -49.24280
rooms::mirUV  31.46899 10.81262 -49.33339  31.46899 10.74933 -49.24280  31.86859 10.74933 -49.24280
rooms::mirUV  31.46899 10.81262 -49.33339  31.86859 10.74933 -49.24280  31.93007 10.74933 -49.24280
rooms::mirUV  31.46899 10.81262 -49.33339  31.93007 10.74933 -49.24280  31.99154 10.74933 -49.24280
rooms::mirUV  31.46899 10.81262 -49.33339  32.86758 10.74933 -49.24280  32.86758 10.81262 -49.33339
rooms::mirUV  31.46899 10.81262 -49.33339  31.99154 10.74933 -49.24280  32.86758 10.74933 -49.24280
rooms::mirUV  32.86758 10.81262 -49.33339  32.86758 10.74933 -49.24280  32.92906 10.81262 -49.30986
rooms::mirUV  32.92906 10.81262 -49.30986  32.86758 10.74933 -49.24280  32.92906 10.74933 -49.24280
rooms::mirUV  32.92906 10.81262 -49.30986  32.92906 10.74933 -49.24280  32.99054 10.81262 -49.33339
rooms::mirUV  32.99054 10.81262 -49.33339  32.92906 10.74933 -49.24280  32.99053 10.74933 -49.24280
rooms::mirUV  32.99054 10.81262 -49.33339  32.99053 10.74933 -49.24280  33.34402 10.74933 -49.24280
rooms::mirUV  32.99054 10.81262 -49.33339  33.34402 10.74933 -49.24280  33.39013 10.74933 -49.24280
rooms::mirUV  32.99054 10.81262 -49.33339  33.39013 10.74933 -49.24280  33.43625 10.74940 -49.24281
rooms::mirUV  32.99054 10.81262 -49.33339  33.43625 10.74940 -49.24281  33.48233 10.74925 -49.24280
rooms::mirUV  32.99054 10.81262 -49.33339  33.48233 10.74925 -49.24280  34.34302 10.74933 -49.24280
rooms::mirUV  25.85927 10.74933 -49.24280  25.85927 10.67701 -49.36751  25.92075 10.74933 -49.24280
rooms::mirUV  25.92075 10.74933 -49.24280  25.85927 10.67701 -49.36751  25.92075 10.67701 -49.30280
rooms::mirUV  25.92075 10.74933 -49.24280  25.98222 10.67701 -49.35839  25.98222 10.74927 -49.24280
rooms::mirUV  25.92075 10.74933 -49.24280  25.92075 10.67701 -49.30280  25.98222 10.67701 -49.35839
rooms::mirUV  25.98222 10.74927 -49.24280  25.98222 10.67701 -49.35839  26.87363 10.74933 -49.24281
rooms::mirUV  26.87363 10.74933 -49.24281  25.98222 10.67701 -49.35839  26.93510 10.74932 -49.24280
rooms::mirUV  26.93510 10.74932 -49.24280  25.98222 10.67701 -49.35839  26.99659 10.74933 -49.24280
rooms::mirUV  26.99659 10.74933 -49.24280  25.98222 10.67701 -49.35839  27.33471 10.74933 -49.24281
rooms::mirUV  27.33471 10.74933 -49.24281  25.98222 10.67701 -49.35839  27.33471 10.67701 -49.36045
rooms::mirUV  27.33471 10.74933 -49.24281  27.33471 10.67701 -49.36045  27.39617 10.74928 -49.24280
rooms::mirUV  27.39617 10.74928 -49.24280  27.33471 10.67701 -49.36045  27.39618 10.67701 -49.29839
rooms::mirUV  27.39617 10.74928 -49.24280  27.39618 10.67701 -49.29839  27.42690 10.74923 -49.24280
rooms::mirUV  27.42690 10.74923 -49.24280  27.39618 10.67701 -49.29839  27.42691 10.67701 -49.29544
rooms::mirUV  27.42690 10.74923 -49.24280  27.42691 10.67701 -49.29544  27.48840 10.74940 -49.24280
rooms::mirUV  27.48840 10.74940 -49.24280  27.42691 10.67701 -49.29544  27.48840 10.67701 -49.36927
rooms::mirUV  27.48840 10.74940 -49.24280  27.48840 10.67701 -49.36927  28.34907 10.74933 -49.24280
rooms::mirUV  28.34907 10.74933 -49.24280  27.48840 10.67701 -49.36927  28.41053 10.74932 -49.24280
rooms::mirUV  28.41053 10.74932 -49.24280  27.48840 10.67701 -49.36927  28.47202 10.74933 -49.24280
rooms::mirUV  28.47202 10.74933 -49.24280  27.48840 10.67701 -49.36927  28.84088 10.74933 -49.24280
rooms::mirUV  28.84088 10.74933 -49.24280  27.48840 10.67701 -49.36927  28.84088 10.67701 -49.35986
rooms::mirUV  28.84088 10.74933 -49.24280  28.90235 10.67700 -49.29427  28.90235 10.74933 -49.24280
rooms::mirUV  28.84088 10.74933 -49.24280  28.84088 10.67701 -49.35986  28.90235 10.67700 -49.29427
rooms::mirUV  28.90235 10.74933 -49.24280  28.90235 10.67700 -49.29427  28.94846 10.74933 -49.24280
rooms::mirUV  28.94846 10.74933 -49.24280  28.90235 10.67700 -49.29427  28.94845 10.67701 -49.30692
rooms::mirUV  28.94846 10.74933 -49.24280  28.94845 10.67701 -49.30692  29.00994 10.74933 -49.24280
rooms::mirUV  29.00994 10.74933 -49.24280  28.94845 10.67701 -49.30692  29.00994 10.67701 -49.36074
rooms::mirUV  29.00994 10.74933 -49.24280  29.00994 10.67701 -49.36074  29.82450 10.74932 -49.24280
rooms::mirUV  29.82450 10.74932 -49.24280  29.00994 10.67701 -49.36074  29.88598 10.74934 -49.24280
rooms::mirUV  29.88598 10.74934 -49.24280  29.00994 10.67701 -49.36074  29.91672 10.74933 -49.24280
rooms::mirUV  29.91672 10.74933 -49.24280  29.00994 10.67701 -49.36074  29.97819 10.74933 -49.24280
rooms::mirUV  29.97819 10.74933 -49.24280  29.00994 10.67701 -49.36074  30.33168 10.74933 -49.24280
rooms::mirUV  30.33168 10.74933 -49.24280  29.00994 10.67701 -49.36074  30.33168 10.67701 -49.35868
rooms::mirUV  30.33168 10.74933 -49.24280  30.33168 10.67701 -49.35868  30.39316 10.74933 -49.24280
rooms::mirUV  30.39316 10.74933 -49.24280  30.33168 10.67701 -49.35868  30.39315 10.67701 -49.30427
rooms::mirUV  30.39316 10.74933 -49.24280  30.42390 10.67701 -49.27810  30.42389 10.74933 -49.24280
rooms::mirUV  30.39316 10.74933 -49.24280  30.39315 10.67701 -49.30427  30.42390 10.67701 -49.27810
rooms::mirUV  30.42389 10.74933 -49.24280  30.48537 10.67701 -49.35486  30.48537 10.74933 -49.24280
rooms::mirUV  30.42389 10.74933 -49.24280  30.42390 10.67701 -49.27810  30.48537 10.67701 -49.35486
rooms::mirUV  30.48537 10.74933 -49.24280  30.48537 10.67701 -49.35486  31.31530 10.74933 -49.24280
rooms::mirUV  31.31530 10.74933 -49.24280  30.48537 10.67701 -49.35486  31.37678 10.74934 -49.24280
rooms::mirUV  31.37678 10.74934 -49.24280  30.48537 10.67701 -49.35486  31.42289 10.74933 -49.24280
rooms::mirUV  31.42289 10.74933 -49.24280  30.48537 10.67701 -49.35486  31.46899 10.74933 -49.24280
rooms::mirUV  31.46899 10.74933 -49.24280  30.48537 10.67701 -49.35486  31.86859 10.74933 -49.24280
rooms::mirUV  31.86859 10.74933 -49.24280  30.48537 10.67701 -49.35486  31.86859 10.67701 -49.36751
rooms::mirUV  31.86859 10.74933 -49.24280  31.93007 10.67701 -49.30280  31.93007 10.74933 -49.24280
rooms::mirUV  31.86859 10.74933 -49.24280  31.86859 10.67701 -49.36751  31.93007 10.67701 -49.30280
rooms::mirUV  31.93007 10.74933 -49.24280  31.99154 10.67701 -49.35839  31.99154 10.74933 -49.24280
rooms::mirUV  31.93007 10.74933 -49.24280  31.93007 10.67701 -49.30280  31.99154 10.67701 -49.35839
rooms::mirUV  31.99154 10.74933 -49.24280  31.99154 10.67701 -49.35839  32.86758 10.74933 -49.24280
rooms::mirUV  32.86758 10.74933 -49.24280  31.99154 10.67701 -49.35839  32.92906 10.74933 -49.24280
rooms::mirUV  32.92906 10.74933 -49.24280  31.99154 10.67701 -49.35839  32.99053 10.74933 -49.24280
rooms::mirUV  32.99053 10.74933 -49.24280  31.99154 10.67701 -49.35839  33.34402 10.74933 -49.24280
rooms::mirUV  33.34402 10.74933 -49.24280  31.99154 10.67701 -49.35839  33.34402 10.67701 -49.36045
rooms::mirUV  33.34402 10.74933 -49.24280  33.34402 10.67701 -49.36045  33.39013 10.74933 -49.24280
rooms::mirUV  33.39013 10.74933 -49.24280  33.34402 10.67701 -49.36045  33.39013 10.67701 -49.29839
rooms::mirUV  33.39013 10.74933 -49.24280  33.39013 10.67701 -49.29839  33.43625 10.74940 -49.24281
rooms::mirUV  33.43625 10.74940 -49.24281  33.39013 10.67701 -49.29839  33.43624 10.67701 -49.29545
rooms::mirUV  33.43625 10.74940 -49.24281  33.43624 10.67701 -49.29545  33.48233 10.74925 -49.24280
rooms::mirUV  33.48233 10.74925 -49.24280  33.43624 10.67701 -49.29545  33.48235 10.67701 -49.36927
rooms::mirUV  25.85927 10.67701 -49.36751  25.92075 9.32995 -49.30280  25.92075 10.67701 -49.30280
rooms::mirUV  25.85927 10.67701 -49.36751  25.85927 9.32995 -49.33545  25.92075 9.32995 -49.30280
rooms::mirUV  25.92075 10.67701 -49.30280  25.98222 9.32995 -49.33545  25.98222 10.67701 -49.35839
rooms::mirUV  25.92075 10.67701 -49.30280  25.92075 9.32995 -49.30280  25.98222 9.32995 -49.33545
rooms::mirUV  25.98222 10.67701 -49.35839  25.98222 9.32995 -49.33545  27.33471 10.67701 -49.36045
rooms::mirUV  27.33471 10.67701 -49.36045  25.98222 9.32995 -49.33545  27.33471 9.32995 -49.33545
rooms::mirUV  27.33471 10.67701 -49.36045  27.39618 9.32995 -49.29839  27.39618 10.67701 -49.29839
rooms::mirUV  27.33471 10.67701 -49.36045  27.33471 9.32995 -49.33545  27.39618 9.32995 -49.29839
rooms::mirUV  27.39618 10.67701 -49.29839  27.42691 9.32995 -49.29544  27.42691 10.67701 -49.29544
rooms::mirUV  27.39618 10.67701 -49.29839  27.39618 9.32995 -49.29839  27.42691 9.32995 -49.29544
rooms::mirUV  27.42691 10.67701 -49.29544  27.42691 9.32995 -49.29544  27.48840 10.67701 -49.36927
rooms::mirUV  27.48840 10.67701 -49.36927  27.42691 9.32995 -49.29544  27.48840 9.32995 -49.33545
rooms::mirUV  27.48840 10.67701 -49.36927  28.84088 9.32995 -49.33545  28.84088 10.67701 -49.35986
rooms::mirUV  27.48840 10.67701 -49.36927  27.48840 9.32995 -49.33545  28.84088 9.32995 -49.33545
rooms::mirUV  28.84088 10.67701 -49.35986  28.84088 9.32995 -49.33545  28.90235 10.67700 -49.29427
rooms::mirUV  28.90235 10.67700 -49.29427  28.84088 9.32995 -49.33545  28.90235 9.32995 -49.29427
rooms::mirUV  28.90235 10.67700 -49.29427  28.94846 9.32995 -49.30692  28.94845 10.67701 -49.30692
rooms::mirUV  28.90235 10.67700 -49.29427  28.90235 9.32995 -49.29427  28.94846 9.32995 -49.30692
rooms::mirUV  28.94845 10.67701 -49.30692  28.94846 9.32995 -49.30692  29.00994 10.67701 -49.36074
rooms::mirUV  29.00994 10.67701 -49.36074  28.94846 9.32995 -49.30692  29.00994 9.32995 -49.33545
rooms::mirUV  29.00994 10.67701 -49.36074  30.33168 9.32995 -49.33545  30.33168 10.67701 -49.35868
rooms::mirUV  29.00994 10.67701 -49.36074  29.00994 9.32995 -49.33545  30.33168 9.32995 -49.33545
rooms::mirUV  30.33168 10.67701 -49.35868  30.39316 9.32995 -49.30427  30.39315 10.67701 -49.30427
rooms::mirUV  30.33168 10.67701 -49.35868  30.33168 9.32995 -49.33545  30.39316 9.32995 -49.30427
rooms::mirUV  30.39315 10.67701 -49.30427  30.39316 9.32995 -49.30427  30.42390 10.67701 -49.27810
rooms::mirUV  30.42390 10.67701 -49.27810  30.39316 9.32995 -49.30427  30.42390 9.32995 -49.27810
rooms::mirUV  30.42390 10.67701 -49.27810  30.42390 9.32995 -49.27810  30.48537 10.67701 -49.35486
rooms::mirUV  30.48537 10.67701 -49.35486  30.42390 9.32995 -49.27810  30.48537 9.32995 -49.33545
rooms::mirUV  30.48537 10.67701 -49.35486  31.86859 9.32995 -49.33545  31.86859 10.67701 -49.36751
rooms::mirUV  30.48537 10.67701 -49.35486  30.48537 9.32995 -49.33545  31.86859 9.32995 -49.33545
rooms::mirUV  31.86859 10.67701 -49.36751  31.93007 9.32995 -49.30280  31.93007 10.67701 -49.30280
rooms::mirUV  31.86859 10.67701 -49.36751  31.86859 9.32995 -49.33545  31.93007 9.32995 -49.30280
rooms::mirUV  31.93007 10.67701 -49.30280  31.93007 9.32995 -49.30280  31.99154 10.67701 -49.35839
rooms::mirUV  31.99154 10.67701 -49.35839  31.93007 9.32995 -49.30280  31.99154 9.32995 -49.33545
rooms::mirUV  31.99154 10.67701 -49.35839  33.34402 9.32995 -49.33545  33.34402 10.67701 -49.36045
rooms::mirUV  31.99154 10.67701 -49.35839  31.99154 9.32995 -49.33545  33.34402 9.32995 -49.33545
rooms::mirUV  33.34402 10.67701 -49.36045  33.39013 9.32995 -49.29839  33.39013 10.67701 -49.29839
rooms::mirUV  33.34402 10.67701 -49.36045  33.34402 9.32995 -49.33545  33.39013 9.32995 -49.29839
rooms::mirUV  33.39013 10.67701 -49.29839  33.39013 9.32995 -49.29839  33.43624 10.67701 -49.29545
rooms::mirUV  33.43624 10.67701 -49.29545  33.39013 9.32995 -49.29839  33.43624 9.32995 -49.29545
rooms::mirUV  33.43624 10.67701 -49.29545  33.43624 9.32995 -49.29545  33.48235 10.67701 -49.36927
rooms::mirUV  33.48235 10.67701 -49.36927  33.43624 9.32995 -49.29545  33.48235 9.32995 -49.33545
rooms::mirUV  25.85927 9.32995 -49.33545  25.92075 9.26667 -49.27221  25.92075 9.32995 -49.30280
rooms::mirUV  25.85927 9.32995 -49.33545  25.85927 9.26667 -49.27221  25.92075 9.26667 -49.27221
rooms::mirUV  25.92075 9.32995 -49.30280  25.92075 9.26667 -49.27221  25.98222 9.32995 -49.33545
rooms::mirUV  25.98222 9.32995 -49.33545  25.92075 9.26667 -49.27221  25.98222 9.26667 -49.27221
rooms::mirUV  25.98222 9.32995 -49.33545  25.98222 9.26667 -49.27221  26.79679 9.26667 -49.27221
rooms::mirUV  25.98222 9.32995 -49.33545  26.79679 9.26667 -49.27221  26.85827 9.26675 -49.27222
rooms::mirUV  25.98222 9.32995 -49.33545  26.85827 9.26675 -49.27222  26.88899 9.26648 -49.27221
rooms::mirUV  25.98222 9.32995 -49.33545  26.88899 9.26648 -49.27221  26.95048 9.26667 -49.27221
rooms::mirUV  25.98222 9.32995 -49.33545  26.95048 9.26667 -49.27221  27.33471 9.32995 -49.33545
rooms::mirUV  27.33471 9.32995 -49.33545  26.95048 9.26667 -49.27221  27.33470 9.26667 -49.27221
rooms::mirUV  27.33471 9.32995 -49.33545  27.39618 9.26667 -49.27221  27.39618 9.32995 -49.29839
rooms::mirUV  27.33471 9.32995 -49.33545  27.33470 9.26667 -49.27221  27.39618 9.26667 -49.27221
rooms::mirUV  27.39618 9.32995 -49.29839  27.39618 9.26667 -49.27221  27.42691 9.32995 -49.29544
rooms::mirUV  27.42691 9.32995 -49.29544  27.39618 9.26667 -49.27221  27.42692 9.26666 -49.27221
rooms::mirUV  27.42691 9.32995 -49.29544  27.42692 9.26666 -49.27221  27.48840 9.32995 -49.33545
rooms::mirUV  27.48840 9.32995 -49.33545  27.42692 9.26666 -49.27221  27.48840 9.26667 -49.27221
rooms::mirUV  27.48840 9.32995 -49.33545  27.48840 9.26667 -49.27221  28.30296 9.26666 -49.27222
rooms::mirUV  27.48840 9.32995 -49.33545  28.30296 9.26666 -49.27222  28.36443 9.26658 -49.27221
rooms::mirUV  27.48840 9.32995 -49.33545  28.36443 9.26658 -49.27221  28.41054 9.26667 -49.27221
rooms::mirUV  27.48840 9.32995 -49.33545  28.41054 9.26667 -49.27221  28.47202 9.26667 -49.27221
rooms::mirUV  27.48840 9.32995 -49.33545  28.47202 9.26667 -49.27221  28.84088 9.32995 -49.33545
rooms::mirUV  28.84088 9.32995 -49.33545  28.47202 9.26667 -49.27221  28.84088 9.26667 -49.27221
rooms::mirUV  28.84088 9.32995 -49.33545  28.90236 9.26666 -49.27222  28.90235 9.32995 -49.29427
rooms::mirUV  28.84088 9.32995 -49.33545  28.84088 9.26667 -49.27221  28.90236 9.26666 -49.27222
rooms::mirUV  28.90235 9.32995 -49.29427  28.90236 9.26666 -49.27222  28.94846 9.32995 -49.30692
rooms::mirUV  28.94846 9.32995 -49.30692  28.90236 9.26666 -49.27222  28.94846 9.26667 -49.27221
rooms::mirUV  28.94846 9.32995 -49.30692  28.94846 9.26667 -49.27221  29.00994 9.32995 -49.33545
rooms::mirUV  29.00994 9.32995 -49.33545  28.94846 9.26667 -49.27221  29.00994 9.26666 -49.27221
rooms::mirUV  29.00994 9.32995 -49.33545  29.00994 9.26666 -49.27221  29.74765 9.26667 -49.27221
rooms::mirUV  29.00994 9.32995 -49.33545  29.74765 9.26667 -49.27221  29.80913 9.26667 -49.27221
rooms::mirUV  29.00994 9.32995 -49.33545  29.80913 9.26667 -49.27221  29.87061 9.26667 -49.27221
rooms::mirUV  29.00994 9.32995 -49.33545  29.87061 9.26667 -49.27221  29.93208 9.26667 -49.27221
rooms::mirUV  29.00994 9.32995 -49.33545  29.93208 9.26667 -49.27221  30.33168 9.32995 -49.33545
rooms::mirUV  30.33168 9.32995 -49.33545  29.93208 9.26667 -49.27221  30.33168 9.26667 -49.27221
rooms::mirUV  30.33168 9.32995 -49.33545  30.39316 9.26667 -49.27221  30.39316 9.32995 -49.30427
rooms::mirUV  30.33168 9.32995 -49.33545  30.33168 9.26667 -49.27221  30.39316 9.26667 -49.27221
rooms::mirUV  30.39316 9.32995 -49.30427  30.42390 9.26666 -49.27221  30.42390 9.32995 -49.27810
rooms::mirUV  30.39316 9.32995 -49.30427  30.39316 9.26667 -49.27221  30.42390 9.26666 -49.27221
rooms::mirUV  30.42390 9.32995 -49.27810  30.48536 9.26666 -49.27221  30.48537 9.32995 -49.33545
rooms::mirUV  30.42390 9.32995 -49.27810  30.42390 9.26666 -49.27221  30.48536 9.26666 -49.27221
rooms::mirUV  30.48537 9.32995 -49.33545  30.48536 9.26666 -49.27221  31.26920 9.26666 -49.27221
rooms::mirUV  30.48537 9.32995 -49.33545  31.26920 9.26666 -49.27221  31.33067 9.26666 -49.27221
rooms::mirUV  30.48537 9.32995 -49.33545  31.33067 9.26666 -49.27221  31.36141 9.26666 -49.27221
rooms::mirUV  30.48537 9.32995 -49.33545  31.36141 9.26666 -49.27221  31.42289 9.26666 -49.27221
rooms::mirUV  30.48537 9.32995 -49.33545  31.42289 9.26666 -49.27221  31.86859 9.32995 -49.33545
rooms::mirUV  31.86859 9.32995 -49.33545  31.42289 9.26666 -49.27221  31.86859 9.26666 -49.27221
rooms::mirUV  31.86859 9.32995 -49.33545  31.93007 9.26667 -49.27221  31.93007 9.32995 -49.30280
rooms::mirUV  31.86859 9.32995 -49.33545  31.86859 9.26666 -49.27221  31.93007 9.26667 -49.27221
rooms::mirUV  31.93007 9.32995 -49.30280  31.93007 9.26667 -49.27221  31.99154 9.32995 -49.33545
rooms::mirUV  31.99154 9.32995 -49.33545  31.93007 9.26667 -49.27221  31.99154 9.26667 -49.27221
rooms::mirUV  31.99154 9.32995 -49.33545  31.99154 9.26667 -49.27221  32.80611 9.26666 -49.27221
rooms::mirUV  31.99154 9.32995 -49.33545  32.80611 9.26666 -49.27221  32.85221 9.26666 -49.27221
rooms::mirUV  31.99154 9.32995 -49.33545  32.85221 9.26666 -49.27221  32.89832 9.26655 -49.27221
rooms::mirUV  31.99154 9.32995 -49.33545  32.89832 9.26655 -49.27221  32.94443 9.26667 -49.27221
rooms::mirUV  31.99154 9.32995 -49.33545  32.94443 9.26667 -49.27221  33.34402 9.32995 -49.33545
rooms::mirUV  33.34402 9.32995 -49.33545  32.94443 9.26667 -49.27221  33.34402 9.26667 -49.27221
rooms::mirUV  33.34402 9.32995 -49.33545  33.39013 9.26667 -49.27221  33.39013 9.32995 -49.29839
rooms::mirUV  33.34402 9.32995 -49.33545  33.34402 9.26667 -49.27221  33.39013 9.26667 -49.27221
rooms::mirUV  33.39013 9.32995 -49.29839  33.43624 9.26667 -49.27221  33.43624 9.32995 -49.29545
rooms::mirUV  33.39013 9.32995 -49.29839  33.39013 9.26667 -49.27221  33.43624 9.26667 -49.27221
rooms::mirUV  33.43624 9.32995 -49.29545  33.43624 9.26667 -49.27221  33.48235 9.32995 -49.33545
rooms::mirUV  33.48235 9.32995 -49.33545  33.43624 9.26667 -49.27221  33.48235 9.26666 -49.27221
rooms::mirUV  25.98222 9.26667 -49.27221  25.42894 9.20338 -49.36986  26.79679 9.26667 -49.27221
rooms::mirUV  26.79679 9.26667 -49.27221  25.42894 9.20338 -49.36986  26.79679 9.20338 -49.36751
rooms::mirUV  26.79679 9.26667 -49.27221  26.85827 9.20339 -49.30133  26.85827 9.26675 -49.27222
rooms::mirUV  26.79679 9.26667 -49.27221  26.79679 9.20338 -49.36751  26.85827 9.20339 -49.30133
rooms::mirUV  26.85827 9.26675 -49.27222  26.88899 9.20338 -49.31750  26.88899 9.26648 -49.27221
rooms::mirUV  26.85827 9.26675 -49.27222  26.85827 9.20339 -49.30133  26.88899 9.20338 -49.31750
rooms::mirUV  26.88899 9.26648 -49.27221  26.95048 9.20338 -49.36986  26.95048 9.26667 -49.27221
rooms::mirUV  26.88899 9.26648 -49.27221  26.88899 9.20338 -49.31750  26.95048 9.20338 -49.36986
rooms::mirUV  26.95048 9.26667 -49.27221  26.95048 9.20338 -49.36986  27.33470 9.26667 -49.27221
rooms::mirUV  27.33470 9.26667 -49.27221  26.95048 9.20338 -49.36986  27.39618 9.26667 -49.27221
rooms::mirUV  27.39618 9.26667 -49.27221  26.95048 9.20338 -49.36986  27.42692 9.26666 -49.27221
rooms::mirUV  27.42692 9.26666 -49.27221  26.95048 9.20338 -49.36986  27.48840 9.26667 -49.27221
rooms::mirUV  27.48840 9.26667 -49.27221  26.95048 9.20338 -49.36986  28.30296 9.26666 -49.27222
rooms::mirUV  28.30296 9.26666 -49.27222  26.95048 9.20338 -49.36986  28.30296 9.20338 -49.36986
rooms::mirUV  28.30296 9.26666 -49.27222  28.30296 9.20338 -49.36986  28.36443 9.26658 -49.27221
